"CodMun";"Municipio";"Pobloglog"
32017;"Carballeda de Valdeorras ";2
32019;"Carballino, O ";2
32020;"Cartelle ";2
32022;"Castrelo de Mino ";1
32021;"Castrelo do Val ";1
32023;"Castro Caldelas ";1
32024;"Celanova ";2
32025;"Cenlle ";1
32029;"Chandrexa de Queixa ";1
32026;"Coles ";2
32027;"Cortegada ";1
32028;"Cualedro ";2
32030;"Entrimo ";1
32031;"Esgos ";1
32033;"Gomesende ";1
32034;"Gudina, A ";1
32035;"Irixo, O ";1
32038;"Larouco ";1
32039;"Laza ";1
32040;"Leiro ";2
32041;"Lobeira ";1
32042;"Lobios ";2
32043;"Maceda ";2
32044;"Manzaneda ";1
32045;"Maside ";2
32046;"Melon ";1
32047;"Merca, A ";2
32048;"Mezquita, A ";1
32049;"Montederramo ";1
32050;"Monterrei ";2
32051;"Muinos ";2
32052;"Nogueira de Ramuin ";2
32053;"Oimbra ";2
32054;"Ourense ";2
32055;"Paderne de Allariz ";1
32056;"Padrenda ";2
32057;"Parada de Sil ";1
32058;"Pereiro de Aguiar, O ";2
32059;"Peroxa, A ";2
32060;"Petin ";1
32061;"Pinor ";1
32063;"Pobra de Trives, A ";2
32064;"Pontedeva ";1
32062;"Porqueira ";1
32065;"Punxin ";1
32066;"Quintela de Leirado ";1
32067;"Rairiz de Veiga ";1
32068;"Ramiras ";1
32069;"Ribadavia ";2
32071;"Rios ";2
32072;"Rua, A ";2
32073;"Rubia ";1
32074;"San Amaro ";1
32075;"San Cibrao das Vinas ";2
32076;"San Cristovo de Cea ";2
32070;"San Xoan de Rio ";1
32077;"Sandias ";1
32078;"Sarreaus ";1
32079;"Taboadela ";1
32080;"Teixeira, A ";1
32081;"Toen ";2
32082;"Trasmiras ";1
32083;"Veiga, A ";1
32084;"Verea ";1
32085;"Verin ";2
32086;"Viana do Bolo ";2
32087;"Vilamarin ";2
32088;"Vilamartin de Valdeorras ";2
32089;"Vilar de Barrio ";1
32090;"Vilar de Santos ";1
32091;"Vilardevos ";2
32092;"Vilarino de Conso ";1
32032;"Xinzo de Limia ";2
32036;"Xunqueira de Ambia ";1
32037;"Xunqueira de Espadanedo ";1
33001;"Allande ";2
33002;"Aller ";2
33003;"Amieva ";1
33004;"Aviles ";2
33005;"Belmonte de Miranda ";2
33006;"Bimenes ";2
33007;"Boal ";2
33008;"Cabrales ";2
33009;"Cabranes ";1
33010;"Candamo ";2
33012;"Cangas de Onis ";2
33011;"Cangas del Narcea ";2
33013;"Caravia ";1
33014;"Carreno ";2
33015;"Caso ";2
33016;"Castrillon ";2
33017;"Castropol ";2
33018;"Coana ";2
33019;"Colunga ";2
33020;"Corvera de Asturias ";2
33021;"Cudillero ";2
33022;"Degana ";1
33023;"Franco, El ";2
33024;"Gijon ";2
33025;"Gozon ";2
33026;"Grado ";2
33027;"Grandas de Salime ";1
33028;"Ibias ";1
33029;"Illano ";1
33030;"Illas ";1
33031;"Langreo ";2
33032;"Laviana ";2
33033;"Lena ";2
33035;"Llanera ";2
33036;"Llanes ";2
33037;"Mieres ";2
33038;"Morcin ";2
33039;"Muros de Nalon ";2
33040;"Nava ";2
33041;"Navia ";2
33042;"Norena ";2
33043;"Onis ";1
33044;"Oviedo ";2
33045;"Parres ";2
33046;"Penamellera Alta ";1
33047;"Penamellera Baja ";1
33048;"Pesoz ";1
33049;"Pilona ";2
33050;"Ponga ";1
33051;"Pravia ";2
33052;"Proaza ";1
33053;"Quiros ";1
33054;"Regueras, Las ";2
33055;"Ribadedeva ";2
33056;"Ribadesella ";2
33057;"Ribera de Arriba ";2
33058;"Riosa ";2
33059;"Salas ";2
33061;"San Martin de Oscos ";1
33060;"San Martin del Rey Aurelio ";2
33063;"San Tirso de Abres ";1
33062;"Santa Eulalia de Oscos ";1
33064;"Santo Adriano ";1
33065;"Sariego ";1
33066;"Siero ";2
33067;"Sobrescobio ";1
33068;"Somiedo ";1
33069;"Soto del Barco ";2
33070;"Tapia de Casariego ";2
33071;"Taramundi ";1
33072;"Teverga ";2
33073;"Tineo ";2
33034;"Valdes ";2
33074;"Vegadeo ";2
33075;"Villanueva de Oscos ";1
33076;"Villaviciosa ";2
33077;"Villayon ";1
33078;"Yernes y Tameza ";1
34001;"Abarca de Campos ";1
34003;"Abia de las Torres ";1
34004;"Aguilar de Campoo ";2
34005;"Alar del Rey ";1
34006;"Alba de Cerrato ";1
34009;"Amayuelas de Arriba ";1
34010;"Ampudia ";1
34011;"Amusco ";1
34012;"Antiguedad ";1
34015;"Arconada ";1
34017;"Astudillo ";1
34018;"Autilla del Pino ";1
34019;"Autillo de Campos ";1
34020;"Ayuela ";1
34022;"Baltanas ";1
34024;"Baquerin de Campos ";1
34025;"Barcena de Campos ";1
34027;"Barruelo de Santullan ";1
34028;"Bascones de Ojeda ";1
34029;"Becerril de Campos ";1
34031;"Belmonte de Campos ";1
34032;"Berzosilla ";1
34033;"Boada de Campos ";1
34035;"Boadilla de Rioseco ";1
34034;"Boadilla del Camino ";1
34036;"Branosera ";1
34037;"Buenavista de Valdavia ";1
34038;"Bustillo de la Vega ";1
34039;"Bustillo del Paramo de Carrion ";1
34041;"Calahorra de Boedo ";1
34042;"Calzada de los Molinos ";1
34045;"Capillas ";1
34046;"Cardenosa de Volpejera ";1
34047;"Carrion de los Condes ";2
34048;"Castil de Vela ";1
34049;"Castrejon de la Pena ";1
34050;"Castrillo de Don Juan ";1
34051;"Castrillo de Onielo ";1
34052;"Castrillo de Villavega ";1
34053;"Castromocho ";1
34055;"Cervatos de la Cueza ";1
34056;"Cervera de Pisuerga ";2
34057;"Cevico de la Torre ";1
34058;"Cevico Navero ";1
34059;"Cisneros ";1
34060;"Cobos de Cerrato ";1
34061;"Collazos de Boedo ";1
34062;"Congosto de Valdavia ";1
34063;"Cordovilla la Real ";1
34066;"Cubillas de Cerrato ";1
34067;"Dehesa de Montejo ";1
34068;"Dehesa de Romanos ";1
34069;"Duenas ";2
34070;"Espinosa de Cerrato ";1
34071;"Espinosa de Villagonzalo ";1
34072;"Frechilla ";1
34073;"Fresno del Rio ";1
34074;"Fromista ";1
34076;"Fuentes de Nava ";1
34077;"Fuentes de Valdepero ";1
34079;"Grijota ";2
34080;"Guardo ";2
34081;"Guaza de Campos ";1
34082;"Hermedes de Cerrato ";1
34083;"Herrera de Pisuerga ";2
34084;"Herrera de Valdecanas ";1
34086;"Hontoria de Cerrato ";1
34087;"Hornillos de Cerrato ";1
34088;"Husillos ";1
34089;"Itero de la Vega ";1
34091;"Lagartos ";1
34092;"Lantadilla ";1
34094;"Ledigos ";1
34903;"Loma de Ucieza ";1
34096;"Lomas ";1
34098;"Magaz de Pisuerga ";1
34099;"Manquillos ";1
34100;"Mantinos ";1
34101;"Marcilla de Campos ";1
34102;"Mazariegos ";1
34103;"Mazuecos de Valdeginate ";1
34104;"Melgar de Yuso ";1
34106;"Meneses de Campos ";1
34107;"Micieces de Ojeda ";1
34108;"Monzon de Campos ";1
34109;"Moratinos ";1
34110;"Muda ";1
34112;"Nogal de las Huertas ";1
34113;"Olea de Boedo ";1
34114;"Olmos de Ojeda ";1
34116;"Osornillo ";1
34901;"Osorno la Mayor ";1
34120;"Palencia ";2
34121;"Palenzuela ";1
34122;"Paramo de Boedo ";1
34123;"Paredes de Nava ";2
34124;"Payo de Ojeda ";1
34125;"Pedraza de Campos ";1
34126;"Pedrosa de la Vega ";1
34127;"Perales ";1
34904;"Pernia, La ";1
34129;"Pino del Rio ";1
34130;"Pina de Campos ";1
34131;"Poblacion de Arroyo ";1
34132;"Poblacion de Campos ";1
34133;"Poblacion de Cerrato ";1
34134;"Polentinos ";1
34135;"Pomar de Valdivia ";1
34136;"Poza de la Vega ";1
34137;"Pozo de Urama ";1
34139;"Pradanos de Ojeda ";1
34140;"Puebla de Valdavia, La ";1
34141;"Quintana del Puente ";1
34143;"Quintanilla de Onsona ";1
34146;"Reinoso de Cerrato ";1
34147;"Renedo de la Vega ";1
34149;"Requena de Campos ";1
34151;"Respenda de la Pena ";1
34152;"Revenga de Campos ";1
34154;"Revilla de Collazos ";1
34155;"Ribas de Campos ";1
34156;"Riberos de la Cueza ";1
34157;"Saldana ";2
34158;"Salinas de Pisuerga ";1
34159;"San Cebrian de Campos ";1
34160;"San Cebrian de Muda ";1
34161;"San Cristobal de Boedo ";1
34163;"San Mames de Campos ";1
34165;"San Roman de la Cuba ";1
34167;"Santa Cecilia del Alcor ";1
34168;"Santa Cruz de Boedo ";1
34169;"Santervas de la Vega ";1
34170;"Santibanez de Ecla ";1
34171;"Santibanez de la Pena ";1
34174;"Santoyo ";1
34175;"Serna, La ";1
34177;"Soto de Cerrato ";1
34176;"Sotobanado y Priorato ";1
34178;"Tabanera de Cerrato ";1
34179;"Tabanera de Valdavia ";1
34180;"Tamara de Campos ";1
34181;"Tariego de Cerrato ";1
34182;"Torquemada ";1
34184;"Torremormojon ";1
34185;"Triollo ";1
34186;"Valbuena de Pisuerga ";1
34189;"Valdeolmillos ";1
34190;"Valderrabano ";1
34192;"Valde-Ucieza ";1
34196;"Valle de Cerrato ";1
34902;"Valle del Retortillo ";1
34199;"Velilla del Rio Carrion ";1
34023;"Venta de Banos ";2
34201;"Vertavillo ";1
34093;"Vid de Ojeda, La ";1
34202;"Villabasta de Valdavia ";1
34204;"Villacidaler ";1
34205;"Villaconancio ";1
34206;"Villada ";1
34208;"Villaeles de Valdavia ";1
34210;"Villahan ";1
34211;"Villaherreros ";1
34213;"Villalaco ";1
34214;"Villalba de Guardo ";1
34215;"Villalcazar de Sirga ";1
34216;"Villalcon ";1
34217;"Villalobon ";1
34218;"Villaluenga de la Vega ";1
34220;"Villamartin de Campos ";1
34221;"Villamediana ";1
34222;"Villameriel ";1
34223;"Villamoronta ";1
34224;"Villamuera de la Cueza ";1
34225;"Villamuriel de Cerrato ";2
34227;"Villanueva del Rebollar ";1
34228;"Villanuno de Valdavia ";1
34229;"Villaprovedo ";1
34230;"Villarmentero de Campos ";1
34231;"Villarrabe ";1
34232;"Villarramiel ";1
34233;"Villasarracino ";1
34234;"Villasila de Valdavia ";1
34236;"Villaturde ";1
34237;"Villaumbrales ";1
34238;"Villaviudas ";1
34240;"Villerias de Campos ";1
34241;"Villodre ";1
34242;"Villodrigo ";1
34243;"Villoldo ";1
34245;"Villota del Paramo ";1
34246;"Villovieco ";1
35001;"Agaete ";2
35002;"Aguimes ";2
35020;"Aldea de San Nicolas, La ";2
35003;"Antigua ";2
35004;"Arrecife ";2
35005;"Artenara ";1
35006;"Arucas ";2
35007;"Betancuria ";1
35008;"Firgas ";2
35009;"Galdar ";2
35010;"Haria ";2
35011;"Ingenio ";2
35012;"Mogan ";2
35013;"Moya ";2
35014;"Oliva, La ";2
35015;"Pajara ";2
35016;"Palmas de Gran Canaria, Las ";2
35017;"Puerto del Rosario ";2
35018;"San Bartolome ";2
35019;"San Bartolome de Tirajana ";2
35021;"Santa Brigida ";2
35022;"Santa Lucia de Tirajana ";2
35023;"Santa Maria de Guia de Gran Canaria ";2
35024;"Teguise ";2
35025;"Tejeda ";2
35026;"Telde ";2
35027;"Teror ";2
35028;"Tias ";2
35029;"Tinajo ";2
35030;"Tuineje ";2
35032;"Valleseco ";2
35031;"Valsequillo de Gran Canaria ";2
35033;"Vega de San Mateo ";2
35034;"Yaiza ";2
36020;"Agolada ";2
36001;"Arbo ";2
36003;"Baiona ";2
36002;"Barro ";2
36004;"Bueu ";2
36005;"Caldas de Reis ";2
36006;"Cambados ";2
36007;"Campo Lameiro ";2
36008;"Cangas ";2
36009;"Caniza, A ";2
36010;"Catoira ";2
36011;"Cerdedo ";2
36012;"Cotobade ";2
36013;"Covelo ";2
36014;"Crecente ";2
36015;"Cuntis ";2
36016;"Dozon ";1
36017;"Estrada, A ";2
36018;"Forcarei ";2
36019;"Fornelos de Montes ";2
36021;"Gondomar ";2
36022;"Grove, O ";2
36023;"Guarda, A ";2
36901;"Illa de Arousa, A ";2
36024;"Lalin ";2
36025;"Lama, A ";2
36026;"Marin ";2
36027;"Meano ";2
36028;"Meis ";2
36029;"Moana ";2
36030;"Mondariz ";2
36031;"Mondariz-Balneario ";1
36032;"Morana ";2
36033;"Mos ";2
36034;"Neves, As ";2
36035;"Nigran ";2
36036;"Oia ";2
36037;"Pazos de Borben ";2
36041;"Poio ";2
36043;"Ponte Caldelas ";2
36042;"Ponteareas ";2
36044;"Pontecesures ";2
36038;"Pontevedra ";2
36039;"Porrino, O ";2
36040;"Portas ";2
36045;"Redondela ";2
36046;"Ribadumia ";2
36047;"Rodeiro ";2
36048;"Rosal, O ";2
36049;"Salceda de Caselas ";2
36050;"Salvaterra de Mino ";2
36051;"Sanxenxo ";2
36052;"Silleda ";2
36053;"Soutomaior ";2
36054;"Tomino ";2
36055;"Tui ";2
36056;"Valga ";2
36057;"Vigo ";2
36059;"Vila de Cruces ";2
36058;"Vilaboa ";2
36060;"Vilagarcia de Arousa ";2
36061;"Vilanova de Arousa ";2
37001;"Abusejo ";1
37002;"Agallas ";1
37003;"Ahigal de los Aceiteros ";1
37004;"Ahigal de Villarino ";1
37005;"Alameda de Gardon, La ";1
37006;"Alamedilla, La ";1
37007;"Alaraz ";1
37008;"Alba de Tormes ";2
37009;"Alba de Yeltes ";1
37010;"Alberca, La ";1
37011;"Albergueria de Arganan, La ";1
37012;"Alconada ";1
37015;"Aldea del Obispo ";1
37013;"Aldeacipreste ";1
37014;"Aldeadavila de la Ribera ";1
37016;"Aldealengua ";1
37017;"Aldeanueva de Figueroa ";1
37018;"Aldeanueva de la Sierra ";1
37019;"Aldearrodrigo ";1
37020;"Aldearrubia ";1
37021;"Aldeaseca de Alba ";1
37022;"Aldeaseca de la Frontera ";1
37023;"Aldeatejada ";2
37024;"Aldeavieja de Tormes ";1
37025;"Aldehuela de la Boveda ";1
37026;"Aldehuela de Yeltes ";1
37027;"Almenara de Tormes ";1
37028;"Almendra ";1
37029;"Anaya de Alba ";1
37030;"Anover de Tormes ";1
37031;"Arabayona de Mogica ";1
37032;"Arapiles ";1
37033;"Arcediano ";1
37034;"Arco, El ";1
37035;"Armenteros ";1
37037;"Atalaya, La ";1
37038;"Babilafuente ";1
37039;"Banobarez ";1
37040;"Barbadillo ";1
37041;"Barbalos ";1
37042;"Barceo ";1
37044;"Barruecopardo ";1
37045;"Bastida, La ";1
37046;"Bejar ";2
37047;"Belena ";1
37049;"Bermellar ";1
37050;"Berrocal de Huebra ";1
37051;"Berrocal de Salvatierra ";1
37052;"Boada ";1
37054;"Bodon, El ";1
37055;"Bogajo ";1
37056;"Bouza, La ";1
37057;"Boveda del Rio Almar ";1
37058;"Brincones ";1
37059;"Buenamadre ";1
37060;"Buenavista ";1
37061;"Cabaco, El ";1
37063;"Cabeza de Bejar, La ";1
37065;"Cabeza del Caballo ";1
37062;"Cabezabellosa de la Calzada ";1
37067;"Cabrerizos ";2
37068;"Cabrillas ";1
37069;"Calvarrasa de Abajo ";1
37070;"Calvarrasa de Arriba ";1
37071;"Calzada de Bejar, La ";1
37072;"Calzada de Don Diego ";1
37073;"Calzada de Valdunciel ";1
37074;"Campillo de Azaba ";1
37077;"Campo de Penaranda, El ";1
37078;"Candelario ";1
37079;"Canillas de Abajo ";1
37080;"Cantagallo ";1
37081;"Cantalapiedra ";1
37082;"Cantalpino ";1
37083;"Cantaracillo ";1
37085;"Carbajosa de la Sagrada ";2
37086;"Carpio de Azaba ";1
37087;"Carrascal de Barregas ";1
37088;"Carrascal del Obispo ";1
37089;"Casafranca ";1
37090;"Casas del Conde, Las ";1
37091;"Casillas de Flores ";1
37092;"Castellanos de Moriscos ";2
37185;"Castellanos de Villiquera ";1
37096;"Castillejo de Martin Viejo ";1
37097;"Castraz ";1
37098;"Cepeda ";1
37099;"Cereceda de la Sierra ";1
37100;"Cerezal de Penahorcada ";1
37101;"Cerralbo ";1
37102;"Cerro, El ";1
37103;"Cespedosa de Tormes ";1
37114;"Chagarcia Medianero ";1
37104;"Cilleros de la Bastida ";1
37106;"Ciperez ";1
37107;"Ciudad Rodrigo ";2
37108;"Coca de Alba ";1
37109;"Colmenar de Montemayor ";1
37110;"Cordovilla ";1
37112;"Cristobal ";1
37113;"Cubo de Don Sancho, El ";1
37115;"Dios le Guarde ";1
37116;"Doninos de Ledesma ";1
37117;"Doninos de Salamanca ";2
37118;"Ejeme ";1
37120;"Encina de San Silvestre ";1
37119;"Encina, La ";1
37121;"Encinas de Abajo ";1
37122;"Encinas de Arriba ";1
37123;"Encinasola de los Comendadores ";1
37124;"Endrinal ";1
37125;"Escurial de la Sierra ";1
37126;"Espadana ";1
37127;"Espeja ";1
37128;"Espino de la Orbada ";1
37129;"Florida de Liebana ";1
37130;"Forfoleda ";1
37131;"Frades de la Sierra ";1
37132;"Fregeneda, La ";1
37133;"Fresnedoso ";1
37134;"Fresno Alhandiga ";1
37135;"Fuente de San Esteban, La ";1
37136;"Fuenteguinaldo ";1
37137;"Fuenteliante ";1
37138;"Fuenterroble de Salvatierra ";1
37139;"Fuentes de Bejar ";1
37140;"Fuentes de Onoro ";1
37141;"Gajates ";1
37142;"Galindo y Perahuy ";1
37143;"Galinduste ";1
37144;"Galisancho ";1
37145;"Gallegos de Arganan ";1
37146;"Gallegos de Solmiron ";1
37147;"Garcibuey ";1
37148;"Garcihernandez ";1
37149;"Garcirrey ";1
37150;"Gejuelo del Barro ";1
37151;"Golpejas ";1
37152;"Gomecello ";1
37154;"Guadramiro ";1
37155;"Guijo de avila ";1
37156;"Guijuelo ";2
37157;"Herguijuela de Ciudad Rodrigo ";1
37158;"Herguijuela de la Sierra ";1
37159;"Herguijuela del Campo ";1
37160;"Hinojosa de Duero ";1
37161;"Horcajo de Montemayor ";1
37162;"Horcajo Medianero ";1
37163;"Hoya, La ";1
37164;"Huerta ";1
37165;"Iruelos ";1
37166;"Ituero de Azaba ";1
37167;"Juzbado ";1
37168;"Lagunilla ";1
37169;"Larrodrigo ";1
37170;"Ledesma ";2
37171;"Ledrada ";1
37172;"Linares de Riofrio ";1
37173;"Lumbrales ";2
37175;"Machacon ";1
37174;"Macotera ";1
37176;"Madronal ";1
37177;"Maillo, El ";1
37178;"Malpartida ";1
37179;"Mancera de Abajo ";1
37180;"Manzano, El ";1
37181;"Martiago ";1
37183;"Martin de Yeltes ";1
37182;"Martinamor ";1
37184;"Masueco ";1
37186;"Mata de Ledesma, La ";1
37187;"Matilla de los Canos del Rio ";1
37188;"Maya, La ";1
37189;"Membribe de la Sierra ";1
37190;"Mieza ";1
37191;"Milano, El ";1
37192;"Miranda de Azan ";1
37193;"Miranda del Castanar ";1
37194;"Mogarraz ";1
37195;"Molinillo ";1
37196;"Monforte de la Sierra ";1
37197;"Monleon ";1
37198;"Monleras ";1
37199;"Monsagro ";1
37200;"Montejo ";1
37201;"Montemayor del Rio ";1
37202;"Monterrubio de Armuna ";1
37203;"Monterrubio de la Sierra ";1
37204;"Morasverdes ";1
37205;"Morille ";1
37206;"Morinigo ";1
37207;"Moriscos ";1
37208;"Moronta ";1
37209;"Mozarbez ";1
37211;"Narros de Matalayegua ";1
37213;"Nava de Bejar ";1
37214;"Nava de Francia ";1
37215;"Nava de Sotrobal ";1
37212;"Navacarros ";1
37216;"Navales ";1
37217;"Navalmoral de Bejar ";1
37218;"Navamorales ";1
37219;"Navarredonda de la Rinconada ";1
37221;"Navasfrias ";1
37222;"Negrilla de Palencia ";1
37223;"Olmedo de Camaces ";1
37224;"Orbada, La ";1
37225;"Pajares de la Laguna ";1
37226;"Palacios del Arzobispo ";1
37228;"Palaciosrubios ";1
37229;"Palencia de Negrilla ";1
37230;"Parada de Arriba ";1
37231;"Parada de Rubiales ";1
37232;"Paradinas de San Juan ";1
37233;"Pastores ";1
37234;"Payo, El ";1
37235;"Pedraza de Alba ";1
37236;"Pedrosillo de Alba ";1
37237;"Pedrosillo de los Aires ";1
37238;"Pedrosillo el Ralo ";1
37239;"Pedroso de la Armuna, El ";1
37240;"Pelabravo ";1
37241;"Pelarrodriguez ";1
37242;"Pelayos ";1
37243;"Pena, La ";1
37244;"Penacaballera ";1
37245;"Penaparda ";1
37246;"Penaranda de Bracamonte ";2
37247;"Penarandilla ";1
37248;"Peralejos de Abajo ";1
37249;"Peralejos de Arriba ";1
37250;"Perena de la Ribera ";1
37251;"Peromingo ";1
37252;"Pinedas ";1
37253;"Pino de Tormes, El ";1
37254;"Pitiegua ";1
37255;"Pizarral ";1
37256;"Poveda de las Cintas ";1
37257;"Pozos de Hinojo ";1
37258;"Puebla de Azaba ";1
37259;"Puebla de San Medel ";1
37260;"Puebla de Yeltes ";1
37261;"Puente del Congosto ";1
37262;"Puertas ";1
37263;"Puerto de Bejar ";1
37264;"Puerto Seguro ";1
37265;"Ragama ";1
37266;"Redonda, La ";1
37267;"Retortillo ";1
37268;"Rinconada de la Sierra, La ";1
37269;"Robleda ";1
37270;"Robliza de Cojos ";1
37271;"Rollan ";1
37272;"Saelices el Chico ";1
37273;"Sagrada, La ";1
37303;"Sahugo, El ";1
37274;"Salamanca ";2
37275;"Saldeana ";1
37276;"Salmoral ";1
37277;"Salvatierra de Tormes ";1
37278;"San Cristobal de la Cuesta ";1
37284;"San Esteban de la Sierra ";1
37285;"San Felices de los Gallegos ";1
37286;"San Martin del Castanar ";1
37287;"San Miguel de Valero ";1
37036;"San Miguel del Robledo ";1
37288;"San Morales ";1
37289;"San Munoz ";1
37291;"San Pedro de Rozados ";1
37290;"San Pedro del Valle ";1
37292;"San Pelayo de Guarena ";1
37280;"Sanchon de la Ribera ";1
37281;"Sanchon de la Sagrada ";1
37282;"Sanchotello ";1
37279;"Sancti-Spiritus ";1
37283;"Sando ";1
37293;"Santa Maria de Sando ";1
37294;"Santa Marta de Tormes ";2
37296;"Santiago de la Puebla ";1
37297;"Santibanez de Bejar ";1
37298;"Santibanez de la Sierra ";1
37299;"Santiz ";1
37300;"Santos, Los ";1
37301;"Sardon de los Frailes ";1
37302;"Saucelle ";1
37304;"Sepulcro-Hilario ";1
37305;"Sequeros ";1
37306;"Serradilla del Arroyo ";1
37307;"Serradilla del Llano ";1
37309;"Sierpe, La ";1
37310;"Sieteiglesias de Tormes ";1
37311;"Sobradillo ";1
37312;"Sorihuela ";1
37313;"Sotoserrano ";1
37314;"Tabera de Abajo ";1
37315;"Tala, La ";1
37316;"Tamames ";1
37317;"Tarazona de Guarena ";1
37318;"Tardaguila ";1
37319;"Tejado, El ";1
37320;"Tejeda y Segoyuela ";1
37321;"Tenebron ";1
37322;"Terradillos ";2
37323;"Topas ";1
37324;"Tordillos ";1
37325;"Tornadizo, El ";1
37327;"Torresmenudas ";1
37328;"Trabanca ";1
37329;"Tremedal de Tormes ";1
37330;"Valdecarros ";1
37331;"Valdefuentes de Sangusin ";1
37332;"Valdehijaderos ";1
37333;"Valdelacasa ";1
37334;"Valdelageve ";1
37335;"Valdelosa ";1
37336;"Valdemierque ";1
37337;"Valderrodrigo ";1
37338;"Valdunciel ";1
37339;"Valero ";1
37343;"Vallejera de Riofrio ";1
37340;"Valsalabroso ";1
37341;"Valverde de Valdelacasa ";1
37342;"Valverdon ";1
37344;"Vecinos ";1
37345;"Vega de Tirados ";1
37346;"Veguillas, Las ";1
37347;"Velles, La ";1
37348;"Ventosa del Rio Almar ";1
37349;"Vidola, La ";1
37351;"Villaflores ";1
37352;"Villagonzalo de Tormes ";1
37353;"Villalba de los Llanos ";1
37354;"Villamayor ";2
37355;"Villanueva del Conde ";1
37356;"Villar de Arganan ";1
37357;"Villar de Ciervo ";1
37358;"Villar de Gallimazo ";1
37359;"Villar de la Yegua ";1
37360;"Villar de Peralonso ";1
37361;"Villar de Samaniego ";1
37362;"Villares de la Reina ";2
37363;"Villares de Yeltes ";1
37364;"Villarino de los Aires ";1
37365;"Villarmayor ";1
37366;"Villarmuerto ";1
37367;"Villasbuenas ";1
37368;"Villasdardo ";1
37369;"Villaseco de los Gamitos ";1
37370;"Villaseco de los Reyes ";1
37371;"Villasrubias ";1
37372;"Villaverde de Guarena ";1
37373;"Villavieja de Yeltes ";1
37374;"Villoria ";1
37375;"Villoruela ";1
37350;"Vilvestre ";1
37376;"Vitigudino ";2
37377;"Yecla de Yeltes ";1
37378;"Zamarra ";1
37379;"Zamayon ";1
37380;"Zarapicos ";1
37381;"Zarza de Pumareda, La ";1
37382;"Zorita de la Frontera ";1
38001;"Adeje ";2
38002;"Agulo ";1
38003;"Alajero ";2
38004;"Arafo ";2
38005;"Arico ";2
38006;"Arona ";2
38007;"Barlovento ";2
38008;"Brena Alta ";2
38009;"Brena Baja ";2
38010;"Buenavista del Norte ";2
38011;"Candelaria ";2
38012;"Fasnia ";2
38013;"Frontera ";2
38014;"Fuencaliente de la Palma ";2
38015;"Garachico ";2
38016;"Garafia ";1
38017;"Granadilla de Abona ";2
38018;"Guancha, La ";2
38019;"Guia de Isora ";2
38020;"Guimar ";2
38021;"Hermigua ";2
38022;"Icod de los Vinos ";2
38024;"Llanos de Aridane, Los ";2
38025;"Matanza de Acentejo, La ";2
38026;"Orotava, La ";2
38027;"Paso, El ";2
38901;"Pinar de El Hierro, El ";2
38028;"Puerto de la Cruz ";2
38029;"Puntagorda ";2
38030;"Puntallana ";2
38031;"Realejos, Los ";2
38032;"Rosario, El ";2
38033;"San Andres y Sauces ";2
38023;"San Cristobal de La Laguna ";2
38034;"San Juan de la Rambla ";2
38035;"San Miguel de Abona ";2
38036;"San Sebastian de la Gomera ";2
38037;"Santa Cruz de la Palma ";2
